moisture0,moisture1,moisture2,moisture3,moisture4,irrgation,datetime
0.29,0.42,0.51,0.11,0.02,False,2020-03-07 15:58:05
0.29,0.39,0.51,0.11,0.02,False,2020-03-07 15:59:05
0.29,0.42,0.51,0.12,0.02,False,2020-03-07 16:00:05
0.29,0.39,0.51,0.12,0.02,False,2020-03-07 16:01:05
0.29,0.39,0.51,0.12,0.02,False,2020-03-07 16:02:05
0.29,0.41,0.51,0.12,0.02,False,2020-03-07 16:03:05
0.29,0.39,0.51,0.12,0.02,False,2020-03-07 16:04:05
0.29,0.39,0.51,0.12,0.02,False,2020-03-07 16:05:05
0.29,0.42,0.51,0.13,0.02,False,2020-03-07 16:06:05
0.29,0.39,0.51,0.12,0.03,False,2020-03-07 16:07:05
0.29,0.42,0.51,0.12,0.02,False,2020-03-07 16:08:05
0.29,0.39,0.51,0.13,0.02,False,2020-03-07 16:09:05
0.29,0.41,0.51,0.13,0.02,False,2020-03-07 16:10:05
0.29,0.39,0.51,0.13,0.02,False,2020-03-07 16:11:05
0.29,0.42,0.51,0.13,0.02,False,2020-03-07 16:12:05
0.29,0.4,0.52,0.13,0.02,False,2020-03-07 16:13:06
0.29,0.41,0.52,0.13,0.02,False,2020-03-07 16:14:06
0.29,0.39,0.52,0.12,0.02,False,2020-03-07 16:15:06
0.29,0.42,0.52,0.13,0.02,False,2020-03-07 16:16:06
0.29,0.39,0.52,0.13,0.02,False,2020-03-07 16:17:06
0.31,0.4,0.52,0.16,0.03,False,2020-03-07 16:18:06
0.29,0.41,0.52,0.14,0.02,False,2020-03-07 16:19:06
0.29,0.4,0.52,0.14,0.02,False,2020-03-07 16:20:06
0.29,0.39,0.52,0.14,0.02,False,2020-03-07 16:21:06
0.29,0.41,0.52,0.13,0.02,False,2020-03-07 16:22:06
0.29,0.42,0.52,0.13,0.02,False,2020-03-07 16:23:06
0.29,0.39,0.52,0.12,0.02,False,2020-03-07 16:24:06
0.29,0.4,0.52,0.12,0.02,False,2020-03-07 16:25:06
0.29,0.4,0.52,0.11,0.02,False,2020-03-07 16:26:06
0.29,0.42,0.52,0.11,0.02,False,2020-03-07 16:27:06
0.29,0.42,0.52,0.14,0.03,False,2020-03-07 16:28:06
0.29,0.4,0.52,0.1,0.02,False,2020-03-07 16:29:06
0.29,0.39,0.52,0.1,0.02,False,2020-03-07 16:30:06
0.29,0.42,0.52,0.11,0.02,False,2020-03-07 16:31:06
0.29,0.41,0.52,0.11,0.02,False,2020-03-07 16:32:06
0.29,0.41,0.52,0.11,0.02,False,2020-03-07 16:33:07
0.29,0.4,0.52,0.11,0.02,False,2020-03-07 16:34:07
0.29,0.4,0.52,0.11,0.02,False,2020-03-07 16:35:07
0.29,0.39,0.52,0.12,0.02,False,2020-03-07 16:36:07
0.29,0.4,0.52,0.12,0.02,False,2020-03-07 16:37:07
0.29,0.4,0.52,0.11,0.02,False,2020-03-07 16:38:07
0.3,0.43,0.53,0.12,0.03,False,2020-03-07 16:39:07
0.29,0.42,0.52,0.12,0.02,False,2020-03-07 16:40:07
0.29,0.4,0.52,0.12,0.02,False,2020-03-07 16:41:07
0.29,0.4,0.52,0.12,0.02,False,2020-03-07 16:42:07
0.29,0.41,0.52,0.13,0.02,False,2020-03-07 16:43:07
0.29,0.4,0.52,0.13,0.02,False,2020-03-07 16:44:07
0.29,0.4,0.52,0.13,0.02,False,2020-03-07 16:45:07
0.29,0.41,0.52,0.13,0.02,False,2020-03-07 16:46:07
0.29,0.4,0.52,0.13,0.02,False,2020-03-07 16:47:07
0.29,0.41,0.52,0.12,0.02,False,2020-03-07 16:48:07
0.29,0.42,0.53,0.15,0.03,False,2020-03-07 16:49:07
0.29,0.42,0.52,0.13,0.02,False,2020-03-07 16:50:07
0.29,0.41,0.52,0.14,0.02,False,2020-03-07 16:51:07
0.29,0.4,0.52,0.14,0.02,False,2020-03-07 16:52:07
0.29,0.42,0.52,0.13,0.02,False,2020-03-07 16:53:08
0.29,0.42,0.52,0.13,0.02,False,2020-03-07 16:54:08
0.29,0.42,0.52,0.13,0.02,False,2020-03-07 16:55:08
0.29,0.43,0.52,0.12,0.02,False,2020-03-07 16:56:08
0.29,0.41,0.52,0.12,0.02,False,2020-03-07 16:57:08
0.29,0.41,0.52,0.12,0.02,False,2020-03-07 16:58:08
0.29,0.41,0.52,0.12,0.02,False,2020-03-07 16:59:08
0.29,0.41,0.52,0.12,0.02,False,2020-03-07 17:00:08
0.29,0.42,0.52,0.12,0.02,False,2020-03-07 17:01:08
0.29,0.41,0.52,0.11,0.02,False,2020-03-07 17:02:08
0.29,0.42,0.52,0.11,0.02,False,2020-03-07 17:03:08
0.29,0.4,0.52,0.11,0.02,False,2020-03-07 17:04:08
0.29,0.4,0.52,0.12,0.02,False,2020-03-07 17:05:08
0.29,0.4,0.52,0.12,0.02,False,2020-03-07 17:06:08
0.29,0.41,0.52,0.11,0.02,False,2020-03-07 17:07:08
0.29,0.41,0.52,0.11,0.02,False,2020-03-07 17:08:08
0.29,0.41,0.52,0.12,0.02,False,2020-03-07 17:09:08
0.29,0.41,0.52,0.15,0.03,False,2020-03-07 17:10:08
0.29,0.41,0.52,0.12,0.02,False,2020-03-07 17:11:08
0.29,0.42,0.52,0.12,0.02,False,2020-03-07 17:12:08
0.29,0.41,0.52,0.13,0.02,False,2020-03-07 17:13:09
0.29,0.42,0.52,0.14,0.02,False,2020-03-07 17:14:09
0.29,0.43,0.52,0.14,0.02,False,2020-03-07 17:15:09
0.29,0.42,0.52,0.14,0.02,False,2020-03-07 17:16:09
0.29,0.43,0.52,0.14,0.02,False,2020-03-07 17:17:09
0.29,0.42,0.52,0.14,0.02,False,2020-03-07 17:18:09
0.29,0.43,0.52,0.13,0.02,False,2020-03-07 17:19:09
0.29,0.43,0.52,0.13,0.02,False,2020-03-07 17:20:09
0.3,0.42,0.53,0.14,0.03,False,2020-03-07 17:21:09
0.29,0.43,0.53,0.13,0.02,False,2020-03-07 17:22:09
0.29,0.43,0.53,0.12,0.02,False,2020-03-07 17:23:09
0.29,0.43,0.53,0.12,0.02,False,2020-03-07 17:24:09
0.29,0.43,0.53,0.12,0.02,False,2020-03-07 17:25:09
0.29,0.43,0.52,0.12,0.02,False,2020-03-07 17:26:09
0.29,0.43,0.52,0.12,0.02,False,2020-03-07 17:27:09
0.29,0.43,0.53,0.12,0.02,False,2020-03-07 17:28:09
0.29,0.43,0.53,0.12,0.02,False,2020-03-07 17:29:09
0.29,0.43,0.53,0.12,0.02,False,2020-03-07 17:30:09
0.29,0.42,0.54,0.13,0.03,False,2020-03-07 17:31:09
0.29,0.42,0.53,0.11,0.02,False,2020-03-07 17:32:09
0.29,0.42,0.53,0.11,0.02,False,2020-03-07 17:33:10
0.29,0.44,0.53,0.11,0.02,False,2020-03-07 17:34:10
0.29,0.44,0.53,0.12,0.02,False,2020-03-07 17:35:10
0.29,0.44,0.53,0.12,0.02,False,2020-03-07 17:36:10
0.29,0.44,0.53,0.13,0.02,False,2020-03-07 17:37:10
0.29,0.44,0.53,0.13,0.02,False,2020-03-07 17:38:10
0.29,0.44,0.53,0.14,0.02,False,2020-03-07 17:39:10
0.29,0.44,0.53,0.14,0.02,False,2020-03-07 17:40:10
0.29,0.45,0.53,0.14,0.02,False,2020-03-07 17:41:10
0.29,0.44,0.53,0.14,0.02,False,2020-03-07 17:42:10
0.29,0.44,0.53,0.14,0.02,False,2020-03-07 17:43:10
0.29,0.44,0.53,0.13,0.02,False,2020-03-07 17:44:10
0.29,0.44,0.53,0.13,0.02,False,2020-03-07 17:45:10
0.29,0.44,0.53,0.13,0.02,False,2020-03-07 17:46:10
0.29,0.42,0.53,0.13,0.02,False,2020-03-07 17:47:10
0.29,0.42,0.53,0.13,0.02,False,2020-03-07 17:48:10
0.29,0.41,0.53,0.13,0.02,False,2020-03-07 17:49:10
0.29,0.44,0.53,0.13,0.02,False,2020-03-07 17:50:10
0.29,0.44,0.53,0.13,0.02,False,2020-03-07 17:51:10
0.3,0.44,0.53,0.13,0.03,False,2020-03-07 17:52:10
0.29,0.44,0.53,0.12,0.02,False,2020-03-07 17:53:11
0.29,0.43,0.53,0.12,0.02,False,2020-03-07 17:54:11
0.29,0.44,0.53,0.12,0.02,False,2020-03-07 17:55:11
0.29,0.43,0.53,0.12,0.02,False,2020-03-07 17:56:11
0.29,0.43,0.53,0.12,0.02,False,2020-03-07 17:57:11
0.29,0.43,0.53,0.12,0.02,False,2020-03-07 17:58:11
0.29,0.43,0.53,0.12,0.02,False,2020-03-07 17:59:11
0.29,0.43,0.53,0.12,0.02,False,2020-03-07 18:00:11
0.29,0.43,0.53,0.12,0.02,False,2020-03-07 18:01:11
0.31,0.44,0.54,0.14,0.03,False,2020-03-07 18:02:11
0.29,0.41,0.53,0.13,0.02,False,2020-03-07 18:03:11
0.28,0.45,0.53,0.13,0.02,False,2020-03-07 18:04:11
0.28,0.41,0.53,0.13,0.02,False,2020-03-07 18:05:11
0.28,0.45,0.53,0.13,0.02,False,2020-03-07 18:06:11
0.28,0.44,0.53,0.13,0.02,False,2020-03-07 18:07:11
0.28,0.43,0.53,0.13,0.02,False,2020-03-07 18:08:11
0.28,0.44,0.53,0.13,0.02,False,2020-03-07 18:09:11
0.28,0.44,0.53,0.13,0.02,False,2020-03-07 18:10:11
0.29,0.42,0.53,0.13,0.02,False,2020-03-07 18:11:11
0.29,0.43,0.53,0.14,0.03,False,2020-03-07 18:12:11
0.29,0.44,0.53,0.14,0.02,False,2020-03-07 18:13:12
0.29,0.44,0.53,0.16,0.02,False,2020-03-07 18:14:12
0.29,0.42,0.53,0.15,0.02,False,2020-03-07 18:15:12
0.28,0.44,0.53,0.15,0.02,False,2020-03-07 18:16:12
0.28,0.41,0.53,0.15,0.02,False,2020-03-07 18:17:12
0.28,0.4,0.53,0.14,0.02,False,2020-03-07 18:18:12
0.28,0.4,0.53,0.14,0.02,False,2020-03-07 18:19:12
0.29,0.41,0.53,0.13,0.02,False,2020-03-07 18:20:12
0.28,0.41,0.53,0.13,0.02,False,2020-03-07 18:21:12
0.28,0.41,0.53,0.13,0.02,False,2020-03-07 18:22:12
0.28,0.41,0.53,0.12,0.02,False,2020-03-07 18:23:12
0.28,0.41,0.53,0.12,0.02,False,2020-03-07 18:24:12
0.28,0.41,0.53,0.12,0.02,False,2020-03-07 18:25:12
0.28,0.41,0.53,0.12,0.02,False,2020-03-07 18:26:12
0.28,0.41,0.53,0.12,0.02,False,2020-03-07 18:27:12
0.28,0.41,0.53,0.12,0.02,False,2020-03-07 18:28:12
0.28,0.42,0.53,0.12,0.02,False,2020-03-07 18:29:12
0.29,0.42,0.53,0.12,0.02,False,2020-03-07 18:30:12
0.29,0.42,0.53,0.12,0.02,False,2020-03-07 18:31:12
0.29,0.42,0.53,0.12,0.02,False,2020-03-07 18:32:12
0.3,0.43,0.53,0.13,0.03,False,2020-03-07 18:33:13
0.29,0.42,0.53,0.12,0.02,False,2020-03-07 18:34:13
0.29,0.44,0.53,0.12,0.02,False,2020-03-07 18:35:13
0.29,0.44,0.53,0.13,0.02,False,2020-03-07 18:36:13
0.29,0.44,0.53,0.13,0.02,False,2020-03-07 18:37:13
0.29,0.44,0.53,0.13,0.02,False,2020-03-07 18:38:13
0.29,0.44,0.53,0.14,0.02,False,2020-03-07 18:39:13
0.29,0.43,0.53,0.13,0.02,False,2020-03-07 18:40:13
0.29,0.43,0.53,0.13,0.02,False,2020-03-07 18:41:13
0.29,0.44,0.53,0.13,0.02,False,2020-03-07 18:42:13
0.29,0.45,0.53,0.14,0.03,False,2020-03-07 18:43:13
0.29,0.45,0.53,0.12,0.02,False,2020-03-07 18:44:13
0.29,0.43,0.53,0.12,0.02,False,2020-03-07 18:45:13
0.29,0.45,0.53,0.13,0.02,False,2020-03-07 18:46:13
0.29,0.44,0.53,0.12,0.02,False,2020-03-07 18:47:13
0.29,0.43,0.53,0.12,0.02,False,2020-03-07 18:48:13
0.29,0.45,0.53,0.11,0.02,False,2020-03-07 18:49:13
0.29,0.45,0.53,0.11,0.02,False,2020-03-07 18:50:13
0.29,0.44,0.53,0.11,0.02,False,2020-03-07 18:51:13
0.29,0.45,0.53,0.11,0.02,False,2020-03-07 18:52:13
0.29,0.45,0.53,0.12,0.03,False,2020-03-07 18:53:14
0.29,0.45,0.53,0.12,0.02,False,2020-03-07 18:54:14
0.29,0.45,0.53,0.12,0.02,False,2020-03-07 18:55:14
0.29,0.44,0.53,0.16,0.02,False,2020-03-07 18:56:14
0.28,0.46,0.53,0.17,0.02,False,2020-03-07 18:57:14
0.28,0.46,0.53,0.17,0.02,False,2020-03-07 18:58:14
0.28,0.45,0.53,0.16,0.02,False,2020-03-07 18:59:14
0.29,0.46,0.53,0.16,0.02,False,2020-03-07 19:00:14
0.29,0.45,0.53,0.16,0.02,False,2020-03-07 19:01:14
0.29,0.44,0.53,0.15,0.02,False,2020-03-07 19:02:14
0.29,0.45,0.53,0.14,0.02,False,2020-03-07 19:03:14
0.29,0.46,0.53,0.14,0.02,False,2020-03-07 19:04:14
0.29,0.46,0.53,0.13,0.02,False,2020-03-07 19:05:14
0.29,0.46,0.53,0.13,0.02,False,2020-03-07 19:06:14
0.29,0.46,0.53,0.13,0.02,False,2020-03-07 19:07:14
0.29,0.46,0.53,0.13,0.02,False,2020-03-07 19:08:14
0.29,0.46,0.53,0.13,0.02,False,2020-03-07 19:09:14
0.29,0.44,0.53,0.13,0.02,False,2020-03-07 19:10:14
0.28,0.45,0.53,0.13,0.02,False,2020-03-07 19:11:14
0.28,0.45,0.53,0.13,0.02,False,2020-03-07 19:12:14
0.28,0.46,0.53,0.13,0.02,False,2020-03-07 19:13:15
0.31,0.47,0.53,0.14,0.03,False,2020-03-07 19:14:15
0.28,0.46,0.53,0.12,0.02,False,2020-03-07 19:15:15
0.28,0.45,0.53,0.12,0.02,False,2020-03-07 19:16:15
0.28,0.45,0.53,0.12,0.02,False,2020-03-07 19:17:15
0.29,0.45,0.53,0.12,0.02,False,2020-03-07 19:18:15
0.29,0.46,0.53,0.12,0.02,False,2020-03-07 19:19:15
0.29,0.46,0.53,0.12,0.02,False,2020-03-07 19:20:15
0.29,0.45,0.53,0.12,0.02,False,2020-03-07 19:21:15
0.29,0.45,0.53,0.12,0.02,False,2020-03-07 19:22:15
0.29,0.46,0.53,0.13,0.02,False,2020-03-07 19:23:15
0.29,0.45,0.53,0.16,0.03,False,2020-03-07 19:24:15
0.29,0.45,0.53,0.13,0.02,False,2020-03-07 19:25:15
0.28,0.46,0.53,0.13,0.02,False,2020-03-07 19:26:15
0.28,0.46,0.53,0.13,0.02,False,2020-03-07 19:27:15
0.28,0.46,0.53,0.13,0.02,False,2020-03-07 19:28:15
0.28,0.44,0.53,0.13,0.02,False,2020-03-07 19:29:15
0.28,0.44,0.53,0.13,0.02,False,2020-03-07 19:30:15
0.28,0.45,0.53,0.13,0.02,False,2020-03-07 19:31:15
0.28,0.45,0.53,0.13,0.02,False,2020-03-07 19:32:15
0.28,0.48,0.53,0.13,0.02,False,2020-03-07 19:33:16
0.28,0.47,0.53,0.16,0.02,False,2020-03-07 19:34:16
0.28,0.45,0.53,0.16,0.02,False,2020-03-07 19:35:16
0.28,0.47,0.53,0.16,0.02,False,2020-03-07 19:36:16
0.28,0.46,0.53,0.15,0.02,False,2020-03-07 19:37:16
0.28,0.45,0.53,0.14,0.02,False,2020-03-07 19:38:16
0.28,0.46,0.53,0.14,0.02,False,2020-03-07 19:39:16
0.28,0.47,0.53,0.14,0.02,False,2020-03-07 19:40:16
0.28,0.46,0.53,0.13,0.02,False,2020-03-07 19:41:16
0.28,0.46,0.53,0.13,0.02,False,2020-03-07 19:42:16
0.28,0.47,0.53,0.13,0.02,False,2020-03-07 19:43:16
0.28,0.47,0.53,0.13,0.02,False,2020-03-07 19:44:16
0.3,0.46,0.53,0.13,0.03,False,2020-03-07 19:45:16
0.28,0.48,0.53,0.12,0.02,False,2020-03-07 19:46:16
0.28,0.46,0.53,0.12,0.02,False,2020-03-07 19:47:16
0.28,0.46,0.53,0.12,0.02,False,2020-03-07 19:48:16
0.28,0.47,0.53,0.12,0.02,False,2020-03-07 19:49:16
0.28,0.47,0.53,0.13,0.02,False,2020-03-07 19:50:16
0.28,0.46,0.53,0.13,0.02,False,2020-03-07 19:51:16
0.28,0.47,0.53,0.13,0.02,False,2020-03-07 19:52:16
0.28,0.46,0.53,0.13,0.02,False,2020-03-07 19:53:17
0.28,0.46,0.53,0.13,0.02,False,2020-03-07 19:54:17
0.31,0.47,0.53,0.14,0.03,False,2020-03-07 19:55:17
0.28,0.47,0.53,0.13,0.02,False,2020-03-07 19:56:17
0.28,0.47,0.53,0.13,0.02,False,2020-03-07 19:57:17
0.28,0.47,0.53,0.13,0.02,False,2020-03-07 19:58:17
0.28,0.47,0.53,0.13,0.02,False,2020-03-07 19:59:17
0.28,0.46,0.53,0.13,0.02,False,2020-03-07 20:00:17
0.28,0.47,0.53,0.13,0.02,False,2020-03-07 20:01:17
0.28,0.47,0.53,0.13,0.02,False,2020-03-07 20:02:17
0.28,0.46,0.53,0.13,0.02,False,2020-03-07 20:03:17
0.28,0.47,0.53,0.13,0.02,False,2020-03-07 20:04:17
0.28,0.47,0.53,0.13,0.03,False,2020-03-07 20:05:17
0.28,0.47,0.53,0.13,0.02,False,2020-03-07 20:06:17
0.28,0.46,0.53,0.12,0.02,False,2020-03-07 20:07:17
0.28,0.47,0.53,0.13,0.02,False,2020-03-07 20:08:17
0.28,0.47,0.53,0.12,0.02,False,2020-03-07 20:09:17
0.28,0.47,0.53,0.12,0.02,False,2020-03-07 20:10:17
0.28,0.47,0.53,0.13,0.02,False,2020-03-07 20:11:17
0.28,0.47,0.53,0.13,0.02,False,2020-03-07 20:12:17
0.28,0.46,0.53,0.14,0.02,False,2020-03-07 20:13:18
0.28,0.46,0.53,0.16,0.02,False,2020-03-07 20:14:18
0.28,0.46,0.53,0.16,0.02,False,2020-03-07 20:15:18
0.28,0.46,0.53,0.16,0.02,False,2020-03-07 20:16:18
0.29,0.46,0.53,0.16,0.02,False,2020-03-07 20:17:18
0.29,0.46,0.53,0.15,0.02,False,2020-03-07 20:18:18
0.29,0.46,0.53,0.15,0.02,False,2020-03-07 20:19:18
0.29,0.47,0.53,0.14,0.02,False,2020-03-07 20:20:18
0.29,0.47,0.53,0.14,0.02,False,2020-03-07 20:21:18
0.29,0.45,0.54,0.13,0.02,False,2020-03-07 20:22:18
0.29,0.45,0.54,0.13,0.02,False,2020-03-07 20:23:18
0.29,0.44,0.54,0.13,0.02,False,2020-03-07 20:24:18
0.29,0.45,0.54,0.12,0.02,False,2020-03-07 20:25:18
0.31,0.45,0.54,0.13,0.03,False,2020-03-07 20:26:18
0.29,0.45,0.54,0.12,0.02,False,2020-03-07 20:27:18
0.29,0.44,0.54,0.12,0.02,False,2020-03-07 20:28:18
0.29,0.43,0.54,0.12,0.02,False,2020-03-07 20:29:18
0.29,0.42,0.54,0.12,0.02,False,2020-03-07 20:30:18
0.29,0.41,0.54,0.12,0.02,False,2020-03-07 20:31:18
0.29,0.42,0.54,0.12,0.02,False,2020-03-07 20:32:19
0.29,0.42,0.54,0.12,0.02,False,2020-03-07 20:33:19
0.29,0.41,0.54,0.13,0.02,False,2020-03-07 20:34:19
0.29,0.41,0.54,0.14,0.02,False,2020-03-07 20:35:19
0.29,0.42,0.54,0.16,0.03,False,2020-03-07 20:36:19
0.29,0.41,0.54,0.14,0.02,False,2020-03-07 20:37:19
0.29,0.42,0.54,0.14,0.02,False,2020-03-07 20:38:19
0.29,0.42,0.54,0.14,0.02,False,2020-03-07 20:39:19
0.29,0.42,0.54,0.15,0.02,False,2020-03-07 20:40:19
0.29,0.42,0.54,0.16,0.02,False,2020-03-07 20:41:19
0.29,0.41,0.54,0.17,0.02,False,2020-03-07 20:42:19
0.29,0.42,0.54,0.17,0.02,False,2020-03-07 20:43:19
0.29,0.42,0.52,0.15,0.02,False,2020-03-07 20:44:19
0.28,0.4,0.52,0.15,0.03,False,2020-03-07 20:45:19
0.28,0.4,0.52,0.15,0.04,False,2020-03-07 20:46:19
0.29,0.41,0.53,0.14,0.03,False,2020-03-07 20:47:19
0.29,0.4,0.54,0.14,0.03,False,2020-03-07 20:48:19
0.29,0.41,0.54,0.13,0.03,False,2020-03-07 20:49:19
0.29,0.41,0.54,0.13,0.03,False,2020-03-07 20:50:19
0.29,0.38,0.54,0.13,0.03,False,2020-03-07 20:51:19
0.29,0.38,0.54,0.13,0.03,False,2020-03-07 20:52:20
0.29,0.37,0.54,0.12,0.03,False,2020-03-07 20:53:20
0.29,0.38,0.54,0.12,0.03,False,2020-03-07 20:54:20
0.29,0.34,0.54,0.12,0.03,False,2020-03-07 20:55:20
0.29,0.35,0.54,0.12,0.03,False,2020-03-07 20:56:20
0.29,0.34,0.54,0.12,0.02,False,2020-03-07 20:57:20
0.28,0.34,0.54,0.12,0.03,False,2020-03-07 20:58:20
0.28,0.34,0.54,0.12,0.03,False,2020-03-07 20:59:20
0.28,0.34,0.54,0.12,0.02,False,2020-03-07 21:00:20
0.28,0.32,0.54,0.12,0.02,False,2020-03-07 21:01:20
0.28,0.33,0.54,0.12,0.03,False,2020-03-07 21:02:20
0.28,0.32,0.54,0.13,0.02,False,2020-03-07 21:03:20
0.28,0.33,0.54,0.14,0.02,False,2020-03-07 21:04:20
0.28,0.33,0.54,0.14,0.02,False,2020-03-07 21:05:20
0.28,0.34,0.54,0.14,0.03,False,2020-03-07 21:06:20
0.32,0.34,0.54,0.16,0.03,False,2020-03-07 21:07:20
0.28,0.32,0.54,0.14,0.02,False,2020-03-07 21:08:20
0.28,0.32,0.54,0.14,0.02,False,2020-03-07 21:09:20
0.28,0.3,0.54,0.14,0.03,False,2020-03-07 21:10:20
0.28,0.3,0.54,0.13,0.02,False,2020-03-07 21:11:20
0.28,0.32,0.54,0.13,0.02,False,2020-03-07 21:12:21
0.28,0.31,0.54,0.13,0.02,False,2020-03-07 21:13:21
0.28,0.32,0.54,0.12,0.02,False,2020-03-07 21:14:21
0.28,0.3,0.54,0.12,0.02,False,2020-03-07 21:15:21
0.28,0.33,0.54,0.12,0.02,False,2020-03-07 21:16:21
0.28,0.31,0.54,0.16,0.03,False,2020-03-07 21:17:21
0.28,0.3,0.54,0.12,0.02,False,2020-03-07 21:18:21
0.28,0.31,0.54,0.12,0.02,False,2020-03-07 21:19:21
0.28,0.31,0.54,0.11,0.02,False,2020-03-07 21:20:21
0.28,0.35,0.54,0.11,0.02,False,2020-03-07 21:21:21
0.28,0.4,0.54,0.11,0.02,False,2020-03-07 21:22:21
0.28,0.43,0.54,0.11,0.02,False,2020-03-07 21:23:21
0.28,0.67,0.55,0.12,0.03,False,2020-03-07 21:24:21
0.28,0.55,0.54,0.12,0.03,False,2020-03-07 21:25:21
0.29,0.75,0.55,0.12,0.03,False,2020-03-07 21:26:21
0.29,0.75,0.55,0.12,0.03,False,2020-03-07 21:27:21
0.29,0.86,0.55,0.12,0.03,False,2020-03-07 21:28:21
0.29,0.82,0.55,0.13,0.03,False,2020-03-07 21:29:21
0.29,0.85,0.55,0.16,0.03,False,2020-03-07 21:30:21
0.29,0.85,0.55,0.17,0.03,False,2020-03-07 21:31:21
0.29,0.86,0.55,0.17,0.03,False,2020-03-07 21:32:22
0.29,0.87,0.55,0.16,0.03,False,2020-03-07 21:33:22
0.29,0.88,0.55,0.16,0.03,False,2020-03-07 21:34:22
0.29,0.88,0.55,0.15,0.03,False,2020-03-07 21:35:22
0.28,0.87,0.55,0.14,0.03,False,2020-03-07 21:36:22
0.28,0.89,0.55,0.13,0.03,False,2020-03-07 21:37:22
0.3,0.89,0.55,0.14,0.04,False,2020-03-07 21:38:22
0.28,0.89,0.55,0.13,0.03,False,2020-03-07 21:39:22
0.28,0.9,0.55,0.12,0.03,False,2020-03-07 21:40:22
0.28,0.9,0.55,0.12,0.03,False,2020-03-07 21:41:22
0.29,0.89,0.56,0.12,0.03,False,2020-03-07 21:42:22
0.28,0.89,0.56,0.12,0.03,False,2020-03-07 21:43:22
0.28,0.89,0.56,0.11,0.03,False,2020-03-07 21:44:22
0.28,0.9,0.56,0.11,0.03,False,2020-03-07 21:45:22
0.28,0.9,0.56,0.11,0.03,False,2020-03-07 21:46:22
0.28,0.9,0.56,0.11,0.03,False,2020-03-07 21:47:22
0.32,0.89,0.56,0.14,0.04,False,2020-03-07 21:48:22
0.28,0.9,0.56,0.12,0.03,False,2020-03-07 21:49:22
0.28,0.89,0.56,0.12,0.03,False,2020-03-07 21:50:22
0.28,0.88,0.56,0.12,0.03,False,2020-03-07 21:51:22
0.28,0.88,0.56,0.11,0.03,False,2020-03-07 21:52:23
0.28,0.88,0.55,0.11,0.03,False,2020-03-07 21:53:23
0.28,0.88,0.56,0.12,0.03,False,2020-03-07 21:54:23
0.28,0.86,0.55,0.12,0.03,False,2020-03-07 21:55:23
0.28,0.89,0.55,0.13,0.03,False,2020-03-07 21:56:23
0.28,0.89,0.55,0.14,0.03,False,2020-03-07 21:57:23
0.28,0.89,0.55,0.18,0.04,False,2020-03-07 21:58:23
0.28,0.89,0.55,0.14,0.03,False,2020-03-07 21:59:23
0.28,0.9,0.55,0.13,0.03,False,2020-03-07 22:00:23
0.28,0.9,0.55,0.13,0.03,False,2020-03-07 22:01:23
0.28,0.89,0.55,0.13,0.02,False,2020-03-07 22:02:23
0.28,0.89,0.54,0.13,0.03,False,2020-03-07 22:03:23
0.28,0.9,0.54,0.13,0.03,False,2020-03-07 22:04:23
0.28,0.9,0.54,0.16,0.03,False,2020-03-07 22:05:23
0.28,0.9,0.54,0.16,0.03,False,2020-03-07 22:06:23
0.28,0.9,0.54,0.15,0.03,False,2020-03-07 22:07:23
0.28,0.89,0.54,0.14,0.03,False,2020-03-07 22:08:23
0.3,0.89,0.53,0.14,0.04,False,2020-03-07 22:09:23
0.28,0.9,0.53,0.12,0.03,False,2020-03-07 22:10:23
0.28,0.89,0.53,0.12,0.03,False,2020-03-07 22:11:23
0.28,0.89,0.53,0.12,0.03,False,2020-03-07 22:12:24
0.28,0.89,0.53,0.12,0.03,False,2020-03-07 22:13:24
0.28,0.89,0.53,0.12,0.03,False,2020-03-07 22:14:24
0.28,0.89,0.53,0.12,0.03,False,2020-03-07 22:15:24
0.28,0.89,0.53,0.11,0.03,False,2020-03-07 22:16:24
0.28,0.89,0.53,0.11,0.03,False,2020-03-07 22:17:24
0.28,0.89,0.53,0.11,0.02,False,2020-03-07 22:18:24
0.31,0.88,0.53,0.14,0.03,False,2020-03-07 22:19:24
0.28,0.89,0.53,0.13,0.02,False,2020-03-07 22:20:24
0.28,0.9,0.53,0.13,0.02,False,2020-03-07 22:21:24
0.28,0.89,0.53,0.13,0.02,False,2020-03-07 22:22:24
0.28,0.88,0.52,0.13,0.02,False,2020-03-07 22:23:24
0.28,0.9,0.52,0.12,0.02,False,2020-03-07 22:24:24
0.28,0.89,0.52,0.12,0.02,False,2020-03-07 22:25:24
0.28,0.9,0.52,0.12,0.02,False,2020-03-07 22:26:24
0.28,0.89,0.52,0.11,0.02,False,2020-03-07 22:27:24
0.28,0.89,0.52,0.11,0.02,False,2020-03-07 22:28:24
0.28,0.89,0.53,0.14,0.03,False,2020-03-07 22:29:24
0.28,0.89,0.52,0.1,0.02,False,2020-03-07 22:30:24
0.28,0.88,0.52,0.11,0.02,False,2020-03-07 22:31:24
0.28,0.88,0.52,0.11,0.02,False,2020-03-07 22:32:25
0.28,0.88,0.52,0.11,0.02,False,2020-03-07 22:33:25
0.28,0.88,0.52,0.1,0.02,False,2020-03-07 22:34:25
0.28,0.88,0.52,0.11,0.02,False,2020-03-07 22:35:25
0.28,0.88,0.52,0.11,0.02,False,2020-03-07 22:36:25
